score,nscore,pscore,obscore,synset,text
0,0,0.173913043,0.826086957, station.v.01 random.a.01 pipe_dream.n.01 peer.n.01 james.n.09,Posting random dream matches for O'Ryan James.
0,0,0,1, know.v.04,angelaw676 I don't know why this doesn't have more rt's!!!
0,0,0.225490196,0.774509804, understand.v.03 people.n.03 ever.r.03 think.v.13 appropriate.a.01 context.n.02 tell.v.03 negative.s.08 thing.n.12 appearance.n.06,don't understand how people can ever think it's appropriate under ANY circumstances to tell you negative things about your appearance.
0,0.474137931,0.387931034,0.137931034, sleep_together.v.01 suffice.v.01,so fucking done with you
0,0.759493671,0,0.240506329, hate.n.01 negative.s.08 vibration.n.04,I hate negative vibes !
0,0,0,1, wish.v.06 surrender.v.02,Wish you delivered ChipotleTweets
0,0.375,0.125,0.5, chirp.n.01 weak.s.12 department_of_energy.n.01,Their chirps were weak doe
0,0,0.170212766,0.829787234, heating_system.n.01 win.v.01 tonight.r.01 heating_system.n.01 seven.s.01,The heat are winning tonight heat in 7
0,0,0,1, rule.v.04 release.n.08 tailspin.n.02 motorcycle.n.01 show.v.12 distance.v.01 sea_mile.n.01 today.r.02 course.n.01 about.r.07 stay.v.09 take.v.27 tied.s.05 about.r.07,JoelUngar I found the button on the spin bike that shows distance. 19.2 miles today in class. ALMOST stayed to make it an even 30. Almost
0,0,0,1, united_nations.n.01 nautical_mile.n.02 memo.n.01 series.n.07 en.n.01 military_chaplain.n.01,"memojimenezgar un Fuerte abrazo mi memo, felicidades a todos los series queridos en este d\u00eda del padre"
0,0,0.6375,0.3625, signed.a.01 dad.n.01 wag.n.01 peace.n.05 love.v.01 wag.n.01 money.n.03 swag.n.03,"Signed my dad's card \""peace love $wag money!\"" #swag"
0,0,0,1, sunrise.s.01,Is everyone widdit for the sunrise \ud83d\ude29
0,0,0,1, trench.n.02,zayummdallas camerondallas deep
0,0,0,1, one.s.06,tajmir23 no one
0,0,0,1, sound.v.02 salem.n.03 kilometer.n.01,If I have to go to Salem I will kms.
0,0,0.571428571,0.428571429, fear.n.03 meatball.n.01,Meatball_O \ud83d\ude0d\ud83d\ude0d awe meatball
0,0.653061224,0.081632653,0.265306122, speechless.s.01 still.r.04 spain.n.01 win.v.01 world.n.06 cup.v.02,Is it dumb I still have Spain winning the World Cup ?
0,0.419047619,0.471428571,0.10952381, sleep_together.v.01 hate.n.01 people.n.03 variety.n.06 paroxysm.n.01,I fucking hate it when people change to fit in.
0,0,0.461538462,0.538461538, wish.v.05 misprint.n.01 end.n.06 person.n.03 sound.v.02 twenty.s.01 miles_per_hour.n.02 movement.n.04 wholly.r.01 way.r.01 home_plate.n.01,I wish literal DEATH upon the person going 20 mph in front of me the whole way home
0,0.41958042,0.440559441,0.13986014, bitterness.n.04 sweetly.r.01 bc.r.01 season.n.03,JCSaturday GameOfThrones Its bitter sweet bc the season is bouta be over
0,0.326923077,0.163461538,0.509615385, long.r.01 time.v.05 sa.n.01 probability.n.01 witness.v.01 championship.n.02 person.n.03,sa2ny2004 Been a long time since SA had the chance to witness a championship in person.
0,0,0,1, literature.n.02 tonight.r.01,ericprydz at LIT tonight. #fuckherrightinthepussy
0,0.318181818,0,0.681818182, pray.v.01 heating_system.n.01 suffer.v.11 plot.n.01,I pray the heat lose this game
0,0.537815126,0.201680672,0.260504202, yea.r.01 look.v.02 lounge.n.02 receive.v.02 outsource.v.01 useless.a.01 hotel.n.01 very.r.01 reduction.n.03 service.v.01 skip.n.01 next.r.01 time.v.05,"GhettoIFE yeah, seems the ORY lounge got outsourced to some useless hotel. Real reductions in service. Would skip next time."
0,0,0.65625,0.34375, constantly.r.02 war_cry.n.01 pisces.n.02 killing.n.02 ma.n.01,I always cry when the fish kills nemos mom
0,0.177570093,0.443925234,0.378504673, california.n.01 drought.n.02 trouble.n.01 team.v.01 razing.n.02 waterfall.n.01 water.n.01 decameter.n.01 filtration.n.02 solution.n.05 sustainability.n.01,autodesk Autodesk360 #california drought problems? Team Leveling Falls hacksummit has a water dam filtration solution #sustainability
0,0,0,1, spur.v.03 please.v.03 stool.v.04 heating_system.n.01,Omgg spurs please shit on the heat
0,0,0,1, girlfriend.n.02,beachplsK - Hey girl: lol
0,0,0,1, nigger.n.01 textbook.n.01,MikeQuirico my nigga text me
0,0,0,1, read/write_head.n.01 ram.v.01,Head is pounding rn\ud83d\ude20
0,0,0.571428571,0.428571429, yes.n.01,YES I WOULD.
0,0.534351145,0.229007634,0.236641221, hell.n.02 yea.r.01 receive.v.02 newfangled.s.01 one.s.06 yesterday.r.02 help_oneself.v.01 receive.v.02 hold.v.14,bradp597 hell yeah I just got my new one yesterday. Can you help me get the bearings on?
0,0,0,1, sodium.n.01 mute.n.02 many.a.01 people.n.03 trope.n.01,Omfg I'm gonna mute so many people once I figure out what it is
0,0,0,1, thing.n.12 left.n.05 neglect.v.01 part.n.11,Only thing left is the missing you part
0,0.296296296,0.296296296,0.407407407, tactile_property.n.01 like.n.02 microphone.n.01 tyson.n.01 punch.v.03 ass.n.02,"\"" It feels like Mike Tyson punched me in the ass hole\"" #wisewordsofmydad"
0,0,0.329268293,0.670731707, tempt.v.03 put_option.n.02 video_recording.n.01 dad.n.01 dancing.n.01 founder.n.02 sidereal_day.n.01,I was so tempted to put up a video of my dad dancing for Father's Day \ud83d\ude02
0,0,0,1, think.v.13 understand.v.03,I think Cameron read my dms\ud83d\ude2d
0,0,0,1, adult.n.01 playfulness.n.02,Being an adult is not fun
0,0,0,1, corona.n.06 type.v.02,Corona type of night\ud83c\udf7b
0,0.727272727,0,0.272727273, trouble.n.01,Don't you understand\nIt's not my problem
0,0.097972973,0.685810811,0.216216216, learn.v.04 sail.n.03 bay.s.01 kid.n.02 seafaring.n.01 adult.n.01 amazing.s.02 memory.n.05 michigan.n.03,bwebbupfront Learning to sail in the SF Bay as a kid and sailing with you as an adult are awesome memories.  Pref SF to Chicago! #AC35
0,0,0,1, way.r.01 cannes.n.01,On my way Cannes!
0,0.075342466,0.602739726,0.321917808, basketball.n.01 plot.n.01 change.v.02 thinker.n.01 newfangled.s.01 york.n.01 nigger.n.01,That basketball game changed my mind about New York niggas \ud83d\ude02\ud83d\ude0d\ud83d\ude0f
0,0,0,1, watch.n.04 bore.v.02,XGN_Nihill can I watch I'm so bored
0,0.440366972,0.330275229,0.229357798, think.v.13 might.n.01 sound.v.02 tell.v.03,marandagluckk i think i might go tomo\ud83d\udc83 shhhhh don't tell mom\u261d\ufe0f\ud83d\udc4a
0,0.348314607,0.174157303,0.47752809, dinner.n.02 watt.n.01 tip.v.03 receive.v.02 greedy.s.03 like.n.02 chief_executive_officer.n.01 tip.v.03 automaton.n.02 micro.s.01 tier.n.03,1600 for dinner w SashaGrey and to feed Kobi107 ? If kobi107 anybots gets greedy like some #ceo I kno I'll feed #Robot a micro tier #ec2
0,0,0,1, dine.v.02 receive.v.02 take.v.27 money.n.03 buy.v.01 supply.v.01 take.v.27 flower.n.01 ring.v.06,radaradariguez its dine we got to make money so we can buy the supplies to make flower bands! \u270c\ud83c\udf3b
0,0.363636364,0.363636364,0.272727273, tax_write-off.n.01 star.n.04 one.s.06 believe.v.04 creator.n.02 weak.s.12 sleep_together.v.01,Further deduction would lead one to believe the creator of exposeethotss is WEAK AS FUCK.
0,0.714285714,0.05952381,0.226190476, sober.a.01 already.r.01 rather.r.02 talk_through_one's_hat.v.01,sober already what kinda bullshit
0,0,0,1, ur.n.01 forget.v.04 plot.n.01,"jm71496 ur forgetting games 6,7"
0,0.231884058,0.463768116,0.304347826, dad.n.01 think.v.13 sound.v.02 lend.v.01 person.n.01 yea.r.01,My dad thinks I'm not going because ima bring someone to the house\ud83d\ude02 yeah no
0,0,0,1, suppose.v.01 liter.n.01 suppose.v.01 million.s.01 spirit.n.02 series.n.03 killer.n.03,"If I've said it once, l say it a million times..Tormund Giantsbane had the look of a serial killer #GameOfThrones #fookinbears"
0,0.352941176,0.352941176,0.294117647, chirrup.n.01 word_picture.n.01 very.r.01,_TheHomie you're twitter picture is so real
0,0.48,0.24,0.28, serve.v.09 mire.v.02 convict.n.01 en.n.01 contra.n.01 nothing.n.01,"los \u00fanicos dos partidos que mire empezaron con gol en contra, as\u00ed jam\u00e1s voy a entender nada"
0,0,0,1, new_york.n.02 beach.v.01 ninja.n.02 forget.v.04 hail.v.02,\u201cCLJA_x: All ny beaches are dirty.\u201d When ninjas forget where they came from lol
0,0,0,1, fix.v.12 plot.n.01 religion.n.02,"I am not ready for this game, but I have faith \ud83d\ude4f"
0,0,0,1, uranium.n.01 united_states_army.n.01 forget.v.04,\u201cHaha u knw DiegoVga: ChipsyStryder against ? USA?  Hahaha don't forget to do the #ghanastyle\u201d
0,0,0,1, dichlorodiphenyltrichloroethane.n.01 tweet.v.01 plot.n.01 playing.n.02 tactile_property.n.01 like.n.02 neglect.v.01 opportunity.n.01,ddt you tweet it out of a game I'm playing.  Feels like a missed opportunity for them.
0,0,0.642857143,0.357142857, fast.s.10 begin.v.10 work.v.05 forget.v.04,VegaTKG they're too fast. Now I have to begin the process of forgetting all about them
0,0,0,1, music.n.01 radio.n.03 registered_nurse.n.01 suck.v.02,All the music on the radio rn suckssss
0,0.807909605,0,0.192090395, pipe_dream.n.01 botch.v.01 mine.v.02 pipe_dream.n.01 botch.v.01 mine.v.02,That dream just blew mine. Everyone in that dream blew mine.
0,0,0,1, lame.n.02,JustinePerales hahaha you're so lame
0,0.760869565,0,0.239130435, asshole.n.01 swear.v.04,i am such an asshole i swear
0,0,0.35,0.65, renewed.s.01 annual.n.02 membership.n.02 yay.n.01 unfold.v.04 source.n.07 hardware.n.03,Just renewed my annual #OSHWA membership! Yay for Open Source Hardware!
0,0,0.650406504,0.349593496, time.v.05 utah.n.01 michigan.n.03 wish.n.01 oklahoma.n.01 win.v.01,Steple time #utah #Michigan #easternKentucky #Arkamas Im want #Oklahoma to win
0,0,0.593406593,0.406593407, teacher.n.02 security.n.04 ohio.n.01 security.n.04 teaching.n.02,Me: wtf is a teacher certificate??\nJohana: oh it's a certificate for teaching
0,0.218181818,0.109090909,0.672727273, never.r.02 let.v.01 spur.v.03 take.v.39 star.n.04,Never let spurs take the lead
0,-0.326530612,0.816326531,0.510204082, heating_system.n.01 well.r.11 suffer.v.11 money.n.03,These heat better not lose me my money
0,0,0.205128205,0.794871795, life_sentence.n.01 goal.n.04 marry.v.02 colombian.n.01,My life goal is to marry a Colombian
0,0.233215548,0.466431095,0.300353357, indolence.n.01 reach.v.07 newfangled.s.01 tied.s.05 longer.n.01 tied.s.05 annoyance.n.04 unfold.v.04 electric_refrigerator.n.01 food.n.02 eat.v.04 table.n.05,My laziness has reached a new level. I no longer even bother to open the fridge for food. I only eat from what's on the table. #senioritis?
0,0.216666667,0,0.783333333, bay.s.01 ridge.v.05 one.s.06 mill.v.04 washbasin.n.01 think.v.13,vadimthtrussian Yeaa bay ridge and there's one in mill basin i think
0,0,0,1, legitimate.v.03 quote.v.01 nine.s.01 year.n.03 old.s.07 sister.n.03,That was a legitimate quote by my 9 year old sister
0,0,0,1, peep.v.04 tweet.v.01,Jengregory99 peep my tweets with evan the vlogger
0,0,0,1, bored.s.01,I'm so bored. \ud83d\ude12
0,0.344387755,0.482142857,0.173469388, check.v.22 sexual_conquest.n.01 heating_system.n.01 check.v.22 spur.v.03 belly_laugh.n.02 gap.n.05 team.v.01 wide.a.01 thought.n.03,"Checked score: 22-6 Heat.  Checked again: 39-35 Spurs.  Uh, wow?  The gap between these teams is wider than anyone thought."
0,0,0,1, boom.v.04 baby.n.07,BOOM BABY!!!!! #beattheheat #gospurs #nba #nbafinals
0,0,0.769230769,0.230769231, love.v.01 like.n.02 love.v.01 yesterday.r.02,I don't love you like I loved you yesterday
0,0.53164557,0,0.46835443, old.s.07 read/write_head.n.01 plot.n.01 still.r.04 receive.v.02,Manu Ginobili is the only old head in the game that still got it
0,0,0,1, holdover.n.01 ultimately.r.01 sound.v.02 yay.n.01,My hangover is finally gone! \u263a\ufe0f yay.
0,0,0,1, permit.v.01 travel.v.01 spur.v.05,Let's go spurs
0,0.554878049,0.158536585,0.286585366, pebble.n.01 pivot.v.01 snapshot.n.01 take.v.27 annoying.s.01 ass.n.02 noise.n.04,iSkate8 pebbles and when a pivot snaps and makes that annoying ass noise
0,0.136054422,0.544217687,0.319727891, skim.v.04 sunday.n.01 fix.n.01 doctor_of_optometry.n.01 season.n.03 finale.n.01 let.v.01,"I skipped a Sunday Jam at the OD for this season finale - GameOfThrones, don't let me down"
0,0.3125,0,0.6875, trip_up.v.01 spur.v.03 plot.n.01,Tryna catch this spurs game
0,0,0.571428571,0.428571429, true.s.10,carsonmarie15 it's true
0,0.261904762,0.523809524,0.214285714, eye.n.05 kill.v.15 thought.n.03,WallyAction mrsfaz16 eyes killed it Thought I was hittin it.
0,0,0,1, breast.n.02,"\""not what dem titties said\"" lmao \ud83d\ude02"
0,0,0,1, pop_music.n.01 take.v.27 decision.n.04 take.v.27,Hammer_Time_12 pop makes the decisions LeBron makes them
0,0,0,1, ohio.n.01 idol.n.01,lolsam oh god
0,0.094155844,0.564935065,0.340909091, heating_system.n.01 tick.v.02 young.n.04 team.v.01 receive.v.02 lucky.s.01 stroke.n.01 idol.n.01 help_oneself.v.01 put_option.n.02 basket.n.04 spur.v.03 receive.v.02 spank.v.01,"The heat beat a young OKC team, got lucky with a shot that god helped put in the basket with the spurs, and now getting spanked."
0,0.318181818,0,0.681818182, receive.v.02 gnarled.s.01 scab.v.01 stifle.n.01,Got a gnarly scab on my knee
0,0,0,1, rule.v.04 well.v.01,knickerbacker lol I find myself doing that as well
0,0,0,1, typing.n.01 roughly.r.03 gulp.n.01 last.v.01 senior_high_school.n.01 school.v.03 paper.n.05,Typing up the rough draft of my last high school paper...
0,0.22,0,0.78, leonard.n.01 playing.n.02 nick.v.02 shoulder.v.03 series.n.07,Leonard is playing with a chip on his shoulder this series
0,0,0,1, take.v.27 wave.n.09,Make a wave.
0,0,0,1, wade.v.01,Lmaoo Wade
0,0,0,1, way.r.01,cynthiawonton way
0,0,0,1, guy.v.02,mendees98 lmaoo this guy \ud83d\ude02\ud83d\ude02
0,0,0.590277778,0.409722222, cunt.n.01 boo.v.01 love.v.01 yesterday.r.02 tied.s.05 wide_area_network.n.01 sodium.n.01 hang.v.15,Going4theKO bitch you were boo loving yesterday . Didn't even wanna hang out with us\ud83d\ude29
0,0.261904762,0,0.738095238, miss.n.03 boo.v.01 hail.v.02 shimmer.n.01,Nana_RAWmos i miss you boo \ud83d\ude2a come out and play!
0,0,0,1, ultimately.r.01 receive.v.02 visit.v.01,Finally get to see Rhaegar again ...
0,0.415584416,0.415584416,0.168831169, truly.r.01 sunday.n.01 please.v.03 visit.v.01 never.r.02 delete.v.01,Veep is truly my Sunday. Please see to it that it is never canceled.
0,0,0,1, spur.v.03 kitty.n.04 nigger.n.01 receive.v.02 tip.v.03,\u201cBananaKOOL_AID: SPURS SHITTIN ON YOU PUSSY NIGGAS!\u201d Get off they tip
0,0,0.833333333,0.166666667, take.v.27 well.r.11,N_Buffins they don't make me better than me \ud83d\udcaf \ud83d\ude18
0,0,0.5,0.5, obviously.r.01 flop.v.02,HE OBVIOUSLY FLOPPED
0,0,0.625,0.375, wish.n.01 password.n.01,nnalorraine want my password?
0,0.178913738,0.626198083,0.194888179, sleep_together.v.01 technical_foul.n.01 foul.v.04 slam.n.03 musket_ball.n.01 read/write_head.n.01 time.v.05 sleep_together.v.01 law.n.06,that's a FUCKING TECHNICAL FOUL on lebron. You CANNOT slam the ball down over your head at any time. Above the fucking law.
0,0.382352941,0.12745098,0.490196078, well.v.01 boyfriend.n.01 ring.v.06 shimmer.n.01 guitar.n.01 whistle.v.05 reed.n.04 receive.v.02 fledge.v.03 hair.n.06 receive.v.02 tick.v.02 poetry.n.02,well my boyfriends in the band he plays guitar while i sing lou reed ive got feathers in my hair i get down to beat poetry
0,0.75,0,0.25, regretful.a.01 guy.v.02 shimmer.n.01 pay_up.v.01,jasonk27 Sorry Guy!\nHey you play and then you pay!\n\ud83d\ude4a
0,0.753402976,0.144032922,0.102564103, special_air_service.n.01 electronic_warfare.n.01 think.v.13 ugly.a.01 think.v.13 very.r.01 reasonably.r.01 sarah.n.01 never.r.02 visit.v.01 startle.n.01 snap.v.06,"Sas ; ew I think she's ugly \/\/ me ; no I think she's really pretty \/\/ Sarah ; tbh I've never seen her before \/\/ *both start cracking up \ud83d\ude02\ud83d\ude02\"""
0,0,0.909090909,0.090909091, okay.r.01,mister_muppet WE BOTH ARE OKAY.
0,0.2,0.6,0.2, shirt.v.01 sleep_together.v.01,fakeliampayne2 that shirt is so fucked up lol
0,0,0,1, leonard.n.01,Kawhi Leonard is a baller
0,0,0,1, think.v.13 trench.v.05 photography.n.03 major.n.04,Thinking about ditching photography as a major
0,0.31884058,0.398550725,0.282608696, spur.v.03 win.v.01 might.n.01 give.v.43 most_valuable_player.n.01 leonard.n.01,If Spurs win you might have to give MVP to Leonard
0,0,0,1, celebrate.v.02 founder.n.02 sidereal_day.n.01,we don't celebrate father's day here
0,0.441176471,0,0.558823529, flop.v.02 speechless.s.01 hard.s.10,Flopped dumb hard
0,0.311111111,0,0.688888889, wash.v.08 overestimate.v.01 target.v.01 career.v.01,roddywhiteTV because he's washed up and overrated at this point in his career
0,0.225,0,0.775, look.v.02 misplace.v.02 remote_control.n.01 way.r.01,I seem to misplace my remote way tooo often..
0,0.759124088,-0.189781022,0.430656934, literally.r.02 funny.s.04 thing.n.12 ever.r.03 visit.v.01 entire.s.03 life_sentence.n.01 huffy.s.02,Omg #22JUMPSTREET was LITERALLY THEEE funniest thing I've ever seen in my entire life. I'm not mad about it at all.
0,0.556818182,0.397727273,0.045454545, courage.n.01 stupidity.n.02,#GameOfThrones Bravery or stupidity??
0,0,0,1, leonard.n.01 spirit.n.02 like.n.02 gearing.n.01 three.s.01,josh_debiec kawhi Leonard looks like have from gears 3...
0,0.722938144,0.12757732,0.149484536, very.r.01 hat.v.02 blond.n.02 across.r.02 mansion.n.02 south.r.01 quadriceps.n.01 constantly.r.02 sunburn.v.01 popcorn.n.02 two.n.01 adenosine_monophosphate.n.01 evacuate.v.04 like.n.02 hate.n.01 still.r.04,"I really hated the blonde across the hall from me at south quad, she always burnt popcorn at 2 AM &amp; we had to evacuate like I hate her still"
0,0,0,1, cook.v.01,#SpursNation are cooking
0,0.432432432,0.216216216,0.351351351, wade.v.01 pan.v.03,Wade is soo trash now it's Redic
0,0,0,1, wish.v.06,Just wish you were here
0,0,0.545454545,0.454545455, take_after.v.02,SMACKCOLLEGE follow
0,0,0,1, ur.n.01 fellow.n.06 fellow.n.06,_Roscoeee hahah ur that dude bro dude
0,0,0,1, wade.v.01,Wade lmaooooo
0,0,0.3,0.7, well.r.01 visit.v.03 referee.n.01,GOOD CALL REF
0,0.656410256,0.164102564,0.179487179, know.v.04 hail.v.02 hundred.s.01 italian.n.01 know.v.04 need.v.03 sensitive.s.04 talent.n.02 hope.n.01 wise.n.01,ManfrediMiconi I know where your coming from. I'm 100% Italian and all I know is we need him. He has Raw talent! Hope he wises up!
0,0,0,1, wade.v.01 fagot.n.02,Wade is a faggot
0,0,0,1, permit.v.01,LETS GOOOO
0,0,0,1, single-foot.v.01 world.n.06 registered_nurse.n.01,My rack is out of this world rn. LOLLL
0,0,0,1, wide_area_network.n.01 sodium.n.01 punch.v.03,I wanna punch you lol
0,0,0,1, neglect.v.01 weekend.n.01 orion.n.02 mountain.n.01 neglect.v.01,If you missed this weekend at hunter mountains you missed out #TOC2014
0,0.357142857,0,0.642857143, startle.n.01 putt.n.01 theater.n.01 sale.n.05 miami.n.02 topographic_point.n.01 anymore.r.01,KingJames start putting your house up for sale Miami not the place for you anymore
0,0,0,1, right.r.03,Flop
0,0.368582375,0.47816092,0.153256705, need.v.03 sleep_together.v.01 rip.n.03 newfangled.s.01 asshole.n.01,Trevor needs to  me or I'll fucking rip him a new asshole
0,0,0,1, cheremis.n.01 receive.v.02 toast.v.02,mari and ellie got me drunk lastnight
0,0,0.235294118,0.764705882, great.n.01 flop.r.01 patty.n.03 receive.v.02 emmy.n.01,"LMAO.  Great flop, Patty.  You get an Emmy."
0,0,0,1, little.s.08 cousin.n.01 clannish.s.02,My little cousins are so snobby lmfao
0,0,0,1, idol.n.01 flop.r.01 nice.n.01,GOD THAT FLOP WAS NICE
0,0.329218107,0.411522634,0.259259259, spur.v.03 open_fire.v.01 miami.n.02 might.n.01 able.s.04 stop_consonant.n.01 receive.v.02 wide.r.04 star.n.04,"Spurs is on fire now, Miami might not be able to stop them if they get a wide lead"
0,0,0,1, flop.r.01,Hahah that flop
0,0.268656716,0.358208955,0.373134328, wade.v.01 weak.s.12 yoke.v.02 right.s.08,Wade is weakest link right now
0,0,0.25,0.75, besides.r.02 observation.n.02 know.v.04 stay.v.01 player.n.05,Besides watching Labron i dont know who the rest of the players are
0,0,0.25,0.75, think.v.13 goal.n.04 answer.v.10 question.v.03,I think Messi with that goal answered a few questions
0,0.7,0,0.3, still.v.04 tied.s.05 regent.n.02,Do they still even do regents...
0,0,0,1, spur.v.05,Spurs
0,0,0,1, uranium.n.01 miami.n.02 fan.v.01 think.v.13,SOULBROTHER__ that not what u Miami fans think lol
0,0,0,1, spirit.n.02 patty.n.03 give.v.43 wade.v.01 flop.r.01,Look At Patty Giving D Wade That Flop \ud83d\ude02\ud83d\ude02\ud83d\ude02
0,0,0,1, wiretap.v.01 bye.n.01,"\""rachel_wiz: JackkieWiz \ud83d\udc40 bug eyes\"" ... bye raych"
0,0,0,1, garden.n.03,avant garden
0,0,0,1, track.n.11 moo.v.01 religion.n.02 gasoline.n.01,She was running low on faith and gasoline
0,0.22688599,0.269427113,0.503686897, intelligibly.r.01 never.r.02 well.r.01 enough.n.01 possibly.r.01 ill.r.01 strike.v.04 telephone.n.02 terminal.n.02 writing.n.04 prime.v.02 model.n.07 single.v.01 sleep_together.v.01 putt.n.01 serve.v.09,Clearly im never good enough maybe ill hit a telephone pole writing this Prime example why im single fuck putting yourself out there so done
0,0.505102041,0.336734694,0.158163265, take.v.39 guy.v.02 addict.v.01 basketball.n.01 know.v.04 cool.s.05 annoying.s.01 right.s.08 sound.v.02,This is taking foreveeeer! Why guys are so addicted to basketball? I know its cool but it's annoying me right now. Lol can we just go out??
0,0,0,1, flop.r.01,What a flop
0,0,0,1, spur.v.05 flop.v.02,Spurs flopping
0,0,0,1, right.r.03,The flop
0,0.25,0,0.75, heating_system.n.01 plot.n.01 chill.n.04 tho.n.01,This heat game chill tho
0,0.1,0.3,0.6, sleep_together.v.01 right.r.03,Fucking flop
0,0,0,1, flop.r.01,That flop \ud83d\ude02\ud83d\ude02\ud83d\ude02
0,0,0,1, urine.n.01 toilet.n.02 paper.n.05 upstairs.r.01 spirit.n.02 like.n.02 keep.v.01,I have to pee again but there's no toilet paper upstairs so looks like I'm holding it for a while
0,0.25,0,0.75, heating_system.n.01 close.s.06,Lmfaoooooo the heat is tight
0,0,0.628571429,0.371428571, receive.v.02 stroke.n.01 mouthpiece.n.03 paintball.n.02 suck.v.02 taste.n.07 well.r.01,Getting shot im the mouth with a paintball sucks! It doesnt taste very good either\ud83d\ude10MetForLife29iancohen46
0,0,0,1, take.v.27 way.r.01 mansion.n.02,Make way for the hall of famer
0,0,0,1, right.r.03,Flop
0,0,0,1, suffer.v.02,#GOT
0,0,0.826388889,0.173611111, literally.r.02 ma.n.01 homework.n.01 perfective.n.01,Literally my mom is doing my homework for me. But why is she so perfect?
0,0,0.818181818,0.181818182, true.s.10,JEbs12007 budkeamanda bammimohit Hollycarrrr goaliechic999 so true jen \ud83d\ude02
0,0.666666667,0,0.333333333, trouble.n.01,B_Emmitt that's the problem smh
0,0,0.75862069,0.24137931, announce.v.04 playing.n.02 governor.n.02 island.n.02 take.v.27 summer.v.01 one_hundred_ten.s.01 times.n.01 well.r.11,So how about DANNICdj's announces he's playing governors island and makes this summer 110 times better pleaseee \ud83d\ude0d\ud83d\ude4f #ComeToNYCDannic
0,0,0.38,0.62, know.v.04 wide_area_network.n.01 sodium.n.01 able.s.04 support.v.09 team.v.01 actually.r.04 probability.n.01,"sowhatsgoodee I know, I just wanna be able to support a team that actually has a chance"
0,0.535511364,0.370738636,0.09375, take.v.39 nothing.n.01 off.r.02 lawsuit.n.01 binding.n.05 sidereal_day.n.01 very.r.01 kill.v.15 old.s.07 right.s.08 crazy.s.05,I'll take nothing away from DWade cause back in the day he really killed it but he's playin soo old right now it's crazy #NBAFinals
0,0.210526316,0.315789474,0.473684211, law.n.06 adenosine_monophosphate.n.01 rate.v.01 marathon.n.03,Law &amp; order marathon
0,0.535714286,0,0.464285714, wade.v.01 stuff.v.06 sleeve.n.01 nasty.s.02,Wade stuff arm is nasty
0,0.285714286,0,0.714285714, stupid.n.01 word.n.07,Turnt is such a stupid word
0,0,0,1, heating_system.n.01 playing.n.02 dirty.s.07,#heat playing dirty
0,0,0,1, tell.v.03 leonard.n.01,Dont tell Kawhi Leonard he is # \ud83d\udd25
0,0.264705882,0.176470588,0.558823529, flop.v.02 ass.n.02 mill.v.04,Flopping ass mills
0,0.189655172,0,0.810344828, sound.v.02 clean_and_jerk.n.01 room.n.04 help_oneself.v.01 sebaceous_cyst.n.01 stressed.a.02,Bouta go clean my room helps wen im stressed !!
0,0.12,0,0.88, nice.n.01 acting.s.01 mill.v.04,Nice acting Mills
0,0,0,1, thought.n.03 sodium.n.01 visit.v.03 mission.n.03,I thought they wasn't gonna call that charge lmao
0,0,0,1, sugar.n.01 thousand.s.01 pull.v.11 unwrap.v.02 like.n.02,Circa 1999 \u201c180records: Sugar K pulling up on the break like coachchrishobbs\u201d
0,0,0.206896552,0.793103448, spur.v.03 school.v.03 acting.s.01,San Antonio spurs school of acting
0,0,0.464285714,0.535714286, question.v.03 sodium.n.01 most_valuable_player.n.01 leonard.n.01,Now the question is who's gonna be MVP? Leonard ?
0,0,0,1, observation.n.02 anymore.r.01,nedland92 not watching anymore....#GameOfThrones
0,0.363636364,0,0.636363636, pull_the_leg_of.v.01,Are you kidding me
0,0.368421053,0.368421053,0.263157895, light.s.23 hope.n.01 fail.v.07,malik0cole it'll be lite. I hope you don't fail again \ud83d\ude14
0,0,0,1, heating_system.n.01 choking.n.01,Heat choking
0,0,0,1, trace.v.02 unwrap.v.02 fight.v.03 two.n.01 deafen.v.02 people.n.03,Drew and Kevin just broke up a fight between two deaf people. #goodbrothers
0,0,0,1, spur.v.03 final_examination.n.01 supporter.n.01,Now This is the SanAntiono Spurs that are the finals champions!
0,0.117647059,0.470588235,0.411764706, sound.v.02 brook.n.01 tonight.r.01 rule.v.04 gamble.v.01,Going to the creek tonight to find an adventure ..
0,0,0,1, hoe.v.01,annabw102 because who doesn't Nemo hoes
0,0,0.166666667,0.833333333, yea.r.01 cunt.n.01,Yeah bitch!
0,0.516129032,0.129032258,0.35483871, umbrage.n.01 pollute.v.01,Offense foul!!
0,0,0,1, two.n.01 hours.n.01 school.v.03 left.n.05,2 hours of school left then summer\ud83c\udf89\ud83d\ude0d\ud83c\udf3a\ud83c\udf0a\ud83c\udf08\u2600\ufe0f\ud83c\udf49\ud83d\udc59
0,0,0,1, right.r.03 hundred.n.01,Flop of the century.
0,0,0,1, uranium.n.01 roentgen.n.01 funny_story.n.01,italijen u r funny
0,0.425531915,0,0.574468085, two.n.01 speechless.s.01 in_concert.r.01 shag.n.05,You two just dumb together \ud83d\ude02\ud83d\ude02  #shags
0,0.461538462,0,0.538461538, kid.v.02 ur.n.01 talk.n.03,DavidCarroll27 Illmindfuckyouk josh ur all talk
0,0,0,1, right.r.03,Flop
0,0.206896552,0,0.793103448, mill.v.04 receive.v.02 lock_in.v.02,Mills got that lock up!
