score,text
0,Kjray0 \ud83d\ude02 Odee
0,I wanna punch you lol
0,If you missed this weekend at hunter mountains you missed out #TOC2014
0,KingJames start putting your house up for sale Miami not the place for you anymore
0,Flop
0,Trevor needs to  me or I'll fucking rip him a new asshole
0,mari and ellie got me drunk lastnight
0,"LMAO.  Great flop, Patty.  You get an Emmy."
0,My little cousins are so snobby lmfao
0,GOD THAT FLOP WAS NICE
0,"Spurs is on fire now, Miami might not be able to stop them if they get a wide lead"
0,Hahah that flop
0,Wade is weakest link right now
0,Besides watching Labron i dont know who the rest of the players are
0,I think Messi with that goal answered a few questions
0,Do they still even do regents...
0,Spurs
0,\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02
0,SOULBROTHER__ that not what u Miami fans think lol
0,josh_debiec jace***
0,Look At Patty Giving D Wade That Flop \ud83d\ude02\ud83d\ude02\ud83d\ude02
0,"\""rachel_wiz: JackkieWiz \ud83d\udc40 bug eyes\"" ... bye raych"
0,avant garden
0,She was running low on faith and gasoline
0,Clearly im never good enough maybe ill hit a telephone pole writing this Prime example why im single fuck putting yourself out there so done
0,This is taking foreveeeer! Why guys are so addicted to basketball? I know its cool but it's annoying me right now. Lol can we just go out??
0,What a flop
0,Spurs flopping
0,The flop
0,This heat game chill tho
0,Fucking flop
0,That flop \ud83d\ude02\ud83d\ude02\ud83d\ude02
0,I have to pee again but there's no toilet paper upstairs so looks like I'm holding it for a while
0,Lmfaoooooo the heat is tight
0,Getting shot im the mouth with a paintball sucks! It doesnt taste very good either\ud83d\ude10MetForLife29iancohen46
0,Make way for the hall of famer
0,Flop
0,#GOT
0,Literally my mom is doing my homework for me. But why is she so perfect?
0,JEbs12007 budkeamanda bammimohit Hollycarrrr goaliechic999 so true jen \ud83d\ude02
0,B_Emmitt that's the problem smh
0,So how about DANNICdj's announces he's playing governors island and makes this summer 110 times better pleaseee \ud83d\ude0d\ud83d\ude4f #ComeToNYCDannic
0,"sowhatsgoodee I know, I just wanna be able to support a team that actually has a chance"
0,I'll take nothing away from DWade cause back in the day he really killed it but he's playin soo old right now it's crazy #NBAFinals
0,Law &amp; order marathon
0,Wade stuff arm is nasty
0,Turnt is such a stupid word
0,#heat playing dirty
0,Dont tell Kawhi Leonard he is # \ud83d\udd25
0,Flopping ass mills
0,MoneyMakinCO_ 1045
0,Bouta go clean my room helps wen im stressed !!
0,Nice acting Mills
0,I thought they wasn't gonna call that charge lmao
0,Circa 1999 \u201c180records: Sugar K pulling up on the break like coachchrishobbs\u201d
0,San Antonio spurs school of acting
0,#GoSpursGo
0,Now the question is who's gonna be MVP? Leonard ?
0,nedland92 not watching anymore....#GameOfThrones
0,\u3081\u3063\u3061\u3083\u7f8e\u5473\u3057\u305d\u3046\u306a\u7167\u308a\u713c\u304d\u3067\u304d\u305f\uff01\u591a\u5206\u4eca\u307e\u3067\u3067\u6700\u9ad8\u306e\u51fa\u6765\u6804\u3048
0,Are you kidding me
0,malik0cole it'll be lite. I hope you don't fail again \ud83d\ude14
0,Heat choking
0,Drew and Kevin just broke up a fight between two deaf people. #goodbrothers
0,Now This is the SanAntiono Spurs that are the finals champions!
0,Going to the creek tonight to find an adventure ..
0,annabw102 because who doesn't Nemo hoes
0,Yeah bitch!
0,Offense foul!!
0,2 hours of school left then summer\ud83c\udf89\ud83d\ude0d\ud83c\udf3a\ud83c\udf0a\ud83c\udf08\u2600\ufe0f\ud83c\udf49\ud83d\udc59
0,Flop of the century.
0,italijen u r funny
0,You two just dumb together \ud83d\ude02\ud83d\ude02  #shags
0,DavidCarroll27 Illmindfuckyouk josh ur all talk
0,Flop
0,Mills got that lock up!
0,stephh023 ????? Al
0,Mills second flop of the game
0,#SpursNation \ud83d\ude0a
0,Spurs goin hard
0,Filipino food &gt;&gt;&gt;
0,fine him now
0,Confirm your pussy so you up pictures of boobs who drove the LeBrons lol I love her I thought I little what the fuck is this shit
0,5SOS WHERE TF R YOU WE HAVE SEARCH PARTIES !!1!1!1!1!1!!
0,This San Antonio crowd is beautiful
0,That's Basketball at a way better level
0,Who wants to hangout tonight?
0,cblockd lmfao yep
0,Just because the Spurs took the lead RealSkipBayless is about to tweet something stupid
0,Lezzzz goooo boiii
0,Flopppppppppp. Ew
0,high_on_glitter                                           Half full
0,Yessss offensive foul bitch ass D wade
0,"jenhill when you blow the budget on art, the furnishings suffer!"
0,If #Heat pull this series out #LeBronJames can say he won without #wade
0,vrodriguez_5 leggo
0,\u201cMaddieMcGehee: maggieaulabaug1 wants to marry a guy she doesn't even know. \ud83d\ude02\ud83d\ude02\u201d #MyLifeStory
0,g_vandorn tu fail every examen
0,Spurs TURNING UP
0,NDinnen they arent even good danny green averages like 8ppg and now he hits mad jumpshots they are lucky
0,sequoia_cirillo JohnDileo1234 liar
0,ilusion optica jaja
0,It was a pretty good day I must say.
0,hate celebs that let fame get to their head
0,I feel like sht
0,aidanconway14 fuck ghana
0,Ok he flopped lol
0,I really dont like Patty Mills
0,LINDSAYDEPORTES  diosa carioca!
0,"If I sent you that snapchat, you should be grateful"
0,"Bballforeverfb it aint the spurs, it's kawhi leonard"
0,citzen
0,Game Of Thrones Season Finale. :jizz\/sad: #gameofthrones #got #finale
0,GiannaLaGreca Nic0le_Tayl0r98 you guys kill me ugh love you both \ud83d\ude2d\ud83d\ude0d
0,Give that man a fine
0,I love watching Miami lose
0,\ud83d\ude15\ud83d\ude12\ud83d\ude12
0,analisamankilla frreeeaaaalllllll \ud83d\ude37\ud83d\ude37\ud83d\ude37\ud83d\ude37
0,"WTF, JUST GIVE LEBRON THE BALL"
0,This is so beautiful
0,"I try not to tell my problems to people , 20  % of the ppl u tell don't care and 80 % r glad u have them"
0,"se vienen los spurs campeon, spurs campeon"
0,Flopped but wade extended the arm too
0,Hol' Up! Texas! #spurs
0,Awkward af
0,#GameOfThrones finale!!
0,"The alvvaysband album comes out in one month. Mark your calendars and get it, cuz it's really great"
0,Nights like this
0,"FUCK YES!! The heat punch first but then the spurs have punched back REAL, REAL HARD &amp; the heat have not been the same since! FUCK THE HEAT!"
0,xandra_hope YOU SAW IGGY WHERE
0,cramps are the absolute worst
0,itsjessicerr u stass
0,Patty freakin mills
0,You learn from everything only a fool doesn't take note
0,"Great plays, crowds into it. Kawhi and the Spurs are in it. Great weather for a championship."
0,FLOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP
0,Upholding the tradition of watching the #GameOfThones finale with my sis LindseyKelk
0,Mills. Jaaaaaaaaaaaaaaablador
0,Jon Snow may be boring but girl he is FINE AS FUCK. #got
0,_jpaul21 lmaoo Idk what you are thinking about but what I have asked for it lol
0,I want sogos \ud83d\ude2b\ud83d\ude2b
0,Now he know how it feel ! Good flop mills
0,I'm bout to start selling water.
0,Furco23 mines at 7:45
0,Wade forcing it
0,Good job Wade
0,Wow
0,The heat just keep getting worse and worse smh
0,"Wait, what is Fathers Day? Mothers Day Pt. 2?"
0,Gotta make a good exit out of LP tomorrow
0,Patty Mills.... That should be a fine
0,Spurs in that zone now! Leonard gave them that spark.They finna run away with the Heat. Lol good-bye Heat lmao
0,Wade look like he about to cry.
0,Hahah what a flop!!!
0,..she's more fearless than so many of us. Just because you portray someone evil doesn't make you evil.
0,Someone always has it worse than you.
0,Who stole dwade talents
0,prison break is soooooooo good
0,Leaks22 #cokeboybaby
0,Spurs 2014. End of story.
0,in the middle of studying for english.....perfect time for my laptop to stop working \ud83d\ude05\ud83d\udd2b
0,Zo_Rose11 deadass !!!!
0,Desperately tryna get little Eric Rowan to come sit in the woods with me
0,Wade just cannot find any rythm!
0,Biggest flop I hope he gets find for that shit
0,"Kawhi is matching LeBron play for play, shot for shot, and that's scary."
0,This is Cleveland all over
0,The Spurs gave turned into some bitch ass floppers.
0,The odee flop!!!!
0,Hannah_Garner13 yup hahaha he's crazy
0,dejahrae35 Kayla_Kavanaugh ILL BE THERE
0,Carissah thinks its ok to just not text me back... with out warning
0,Floppy mills
0,Yine Spurs kazans\u0131n ama bu kadar g\u00fczel seri bu gece bitmesin ya
0,Ya talk shit when Miami flop but that was the worst call ever. Spurs ass
0,Mills getting hyped sit the fuck down
0,abevelasquez12 yea I luh yo ass bro
0,Officially addicted to VeepHBO
0,you're the cutest thing that I ever did see #E2 #track1
0,Wade is washed up
0,samth do you understand that I'm agreeing with you but educating you about why it's not a serious option today?
0,$5K patty
0,"MarisolDoratTCS AndresCantorGOL Tenia q buscar como lavarse las manos como pilatos,  pero si #Joel hizo un god job."
0,Hey \ud83d\udc4b\n me next time (\u25e1\u203f\u25e1\u273f) \ud83d\udd2a
0,Drinking in jord's birthday w DHud52 JayyEllBee jordanvanoyen Afitzzy63 chrisrackcity \ud83c\udf7b\ud83c\udf89\ud83c\udf88
0,"San Antonio is too good, Miami's forgetting this is a teams sport"
0,Dwyane Wade really showing his greatness right now #TooOld
0,On a scale of 1 to 10 you're a 9 and I'm the 1 you need
0,you welcome \u263a\ufe0f \u201cLatriciaLovee: _xoLiyah thank you girl\ud83d\udc9e\u201d
0,I am so freaking tired right now
0,"No they don't RT Jennten_: Damn the way the spurs came back, they deserve that ring bruh \ud83d\ude4c"
0,YeniCristina husband lee arriba  HegaTheWayRD \ud83d\ude0d\ud83c\udfc0.  Yen pero es el que me tiene asi!
0,"Dad finally answered his phone for me to tell him happy Father's Day, it lasted probably 30 seconds and I was crying before I could hang up"
0,What a flop....
0,"RIP Casey Kasem- started listening to him on a mono earphone radio as a child, he helped me fall in love with music. Voice of Shaggy too!"
0,"narryxch verga si, que arrechas"
0,Patty with a team-leading +10 tonight.
0,Someone shrink the size of my Nikon DSLR so I can actually take it outside more often
0,Who wants to walk home with me tomorrow
0,BarnettParker actually in your back yard. In Modesto for the weekend. What's up?
0,What the heat doing right now son
0,Just give lebron the fucking ball
0,princesssamuu feel better !
0,Miami gave up tbh
0,This weekend was perfect and and much needed
0,briannenaughton omg I can't wait bri!!\u263a\ufe0f\u263a\ufe0f\u263a\ufe0f
0,I need new texting buddies \ud83d\udc4c\ud83d\udc94
0,Take wade out pleaseeeee
0,StephWhiteee ehhhh maybe if that AC blasting lmao
0,\ud83d\ude3b
0,Ahh payback is a bitch ain't it D Wade? #youafish
0,Patty mills should be fined 5k
0,Lol Miami ain't looking so good
0,\u201cayyoojessi: Sublime \ud83c\udf1e\ud83d\udc98\u201d great minds think alike\ud83d\ude0f\ud83d\ude0f\ud83d\ude0f
0,Dwade isn't going to get away with his dirty bullshit calls and plays tonight #leonardMVP
0,This guy is done and the door is not even open yet \ud83d\ude02\ud83d\ude02\ud83d\ude02 #afrojack
0,"\""i couldve planted this myself!\""\n \n\""yes but you didnt\"""
0,ashleyrose2999 ariana_beebe YAY I'll be down
0,So when a spur flops it's okay right?
0,This ring has to be for Spurs...#NBAFinals
0,"Series could be over but if you think the heat flopped more than the spurs, you are blind. Like damn lol"
0,budkeamanda bammimohit JEbs12007 Hollycarrrr goaliechic999 we all gonna fail as a team
0,I'm A Boss Ass Bitch !
0,Happy birthday. You're a da AlexaYott
0,\u201cmalak_iwais: Flop\u201d the thing the whole heat team does?
0,Lmao that flop doe ;-;
0,So how about DANNICdj announces he's playing governors island and makes this summer 110 times better pleaseee \ud83d\ude0d\ud83d\ude4f #ComeToNYCDannic
0,"_zarstar Nala_XOXO naah not u neither, bye felecias"
0,waouwwaouw suznannah Baby you got homework
0,I am a thumb
0,\u201cHeatvsHaters: Floppppppp\u201d hurts doesn't it
0,I need more snapchat people. Add me \u201ckristianaaaaaa\u201d
0,AAlkhalide187_ bs aljanah yabu khaldi ybi lha sh'3l \ud83d\udc9c
0,Awwww poor D-Wade. beattheheat #gospurs #nba #nbafinals
0,sycxo lol I definitely will
0,"Gi\u00e0 le triple in transizione mi esaltano, poi QUESTA messa da uno cos\u00ec. Vab\u00e8, cosa gli volete dire? Bravo! (cit.) #khawai #NbaTipo"
0,Straight off the plane
0,Furco23 but idk about yours
0,"\""Taaylorr_W: Ginobli is TOO NICE\""that bald spot is nice"
0,"Has anyone seen D-wade lately? Seriously, what a disappointment. #NBAFinals"
0,I only respect Kawhi Leonard rt
0,It strengthens the world.
0,Does anyone else feel like large beards don't belong on a basketball court? #Birdman #MIAvsSA #NBAFinals2014
0,bbygrlfran lol look good tho \ud83d\udc4c
0,Like these are the cousins I never see lol
0,jaaysoul HAHAHA
0,#Tb to when I caught that ball at first base during Softball in p.e (if you were in my class you know which catch I'm talking about \ud83d\ude0f)
0,"\""hoodrich_bree: How do u reply to a snapchat \ud83d\ude12\"" just snap a pic &amp; send it to me duhhh"
0,Jordan and Jared man\ud83d\ude02\ud83d\ude02
0,"\""It's a conservative crop top\"" Jaysell22 I CANT DEAL"
0,"Put you on repeat, play you everywhere go, eh-eh-everywhere I go, play you everywhere I go"
0,put ur hands in the air and wave them like u just don't care if u didn't study for finals
0,Here we go! Season finale! #GameOfThrones
0,Come on dad... I know this car can go faster they 90 right now
0,Let's go heaaat!
0,"OK, bye. #Siri"
0,Patty Mills wasn't even getting minutes last season and he's aggravating Wade to the point of a push off. Lol.
0,Seriously you can leave. My vacation didn't seem this bad in till you came here
0,dps2002 \ud83d\ude01
0,\u201cnicolettestunns: My fav is when people lie and get caught in an lie and try to play it off like OH\u201d
0,After 12 tomorrow I'm not getting no work done at work
0,Standing room only on Metro north #ctproblems #isitbecauseoffathersday #ormybirthday
0,Summer job gonna b clutch \ud83d\ude0e\ud83d\ude0e
0,\u201cDonny_50: Kawhi lookin like the finals mvp\u201d I called this weeks ago I'm hype if it happens
0,NAWALA NA ANG GANA JABLEG NA YAN EH
0,Got that #CaliforniaTan going \ud83d\udc4c\ud83d\ude02
0,On Thursday I told Ob he looked like a vampire Cus he's so pale and now he's been going tanning for the past two days lol
0,I was waiting for psycho to call me out for not ing her..
0,when u see someone attractive n u know ur never gnna see them again\ud83d\ude29 ha
0,Heat can't be mad at flopping they're the second biggest offenders in the NBA (Clippers)
0,spawnestevez anja... cu\u00e9ntame.
0,These hoes really ain't loyal bruh
0,Got complimented a lot on my eyelashes\ud83d\udc40\ud83d\ude48\u263a\ufe0f
0,Mills went to Reggie Miller's school of flopping!!
0,KILLKing_Dom why hate greatness?
0,My car sounds sexy as fuck \ud83d\ude0d\ud83d\ude4c
0,"Happy Fathers Day, Mama.."
0,Spurs playing the flopping game just as good as the heat do
0,"MarialciraMatuT All\u00ed Matu est\u00e1 lo dif\u00edcil de entender de los colombianos. lloran, se quejan, patalean y no participan. Quiz\u00e1s ve\u00edan mundial"
0,LeBron had a nice first quarter for nothing
0,Can't wait to be a law student.
0,iam_bal0 awww what happen? Come on it's your day! Well everydays just show your Son you deserve to be called BEST FATHER \ud83d\ude4c\ud83c\udf89
0,What's mine is mine\ud83d\ude0c
0,i have to watch how hard i laugh cause if i hit that one laugh that i get sometimes its not gonna be bueno
0,Party Mills is nice son
0,I just really like eating idk
0,Miami up tho
0,Mind over matter
0,ngela__  ur snap food story's \ud83d\ude10
0,Flop\ud83d\ude02
0,"I say bitch when I'm tryna make a point, bitch."
0,Mfs just came out the woodworks with all the hating \ud83d\ude02\ud83d\ude02 smh
0,BryshawnD chill with all that nah it was on OC courts
0,Ohhh nooo
0,BoatRich answer my marriage proposal with a yes &amp; I will
0,I used to love white girls.. They just don't catch my eye anymore.
0,I'm tired laurenmichellll
0,EllenAshley_11 Sike! And hopefully with in the next couple months!!
0,"hyodoly \ubc8c\uc368 \ub450\uadfc\ub450\uadfc 1\uc8fc\ub144\uc774\ub77c\ub2c8!!!! 1\ub2ec\uc744 \ub118\uae30\uae30\ud798\ub4e0 \uc7c1\uc7c1\ud55c \uac1c\ucf58\ubc14\ub2e5\uc5d0\uc11c 1\ub144\uc744 \ubc84\ud2f4 \uc7a5\uc218\ucf54\ub108~~\ub4e3\uae30\ub9cc\ud574\ub3c4 \uadc0\uac04\uc9c0\ub7ec\uc6b4 \ub69c\ub8f9\ub69c\ub69c\ub97c 1\ub144\ub354, \uc544\ub2c8 10\ub144\ub354 \ub4e3\uace0\uc2f6\ub124\uc694!! \uc55e\uc73c\ub85c\ub3c4 \uacc4\uc18d \ub9e4\uc8fc\uc77c\uc694\uc77c\ub9c8\ub2e4 \ub450\uadfc\ub450\uadfc\uac70\ub9ac\uac8c \ud574\uc8fc\uc138\uc694~ ^^ \u2665"
0,kayleeputnam you think you're always right \ud83d\udc81
0,ashleeypayton on my way
0,Lol
0,CajasinPandora jaja
0,The Spurs have turned into some bitch ass floppers.
0,"tomguarriello \"" Italians have like weird shit with their mothers . They like live with them for too long. \"" #OITNB"
0,"\""JonnieSantana: Flopped to oblivion tho\"" Lol still a push"
0,ten more im begging does anyone have free follows
0,"\""NubianStylezNY: \""MSKNICKS: Leonard is showing out #Spurs! Finish this ISH! Lol\""(either Diaw or Leonard gonna gonna b mvp)\"" #Facts c"
0,I don't think before I say some things
0,Its all hitting me now... finally after four months of hard work I'm a NYS EMT.
0,"\u201cHoeDialect: \""They're just lyrics\""\u201d LOL"
0,"#MiamiHeat  has, as they say, blown their load\n#NBAFinals2014"
0,All you can eat sushi. We do Father's Day the right way \u270a
0,rebekah_toye I love you bby\ud83d\ude18\ud83d\ude18
0,#miavssa - what an insane flop - nicely done SAS.  Someone should give that guy an oscar
0,Smooooth_life AnthonyLSolomon Young_kvng lol I didn't get invited to hers
0,R.I.P Miami\ud83d\ude02\ud83d\ude02
0,\u201cSmooveMoove_: DJ_Mack45 heat down 4\n\n35 39\u201d copy! \ud83d\udc4c
0,I've never seen a spurs game where the crowd was more hyped then today's game
0,Yasmin_Vazquez it's hanging on my wall! Lol
0,Que Bella la cumbia colombiana \ud83d\ude0d
0,There's a reason #JackWhite plays last at every festival. It's to hear 80K ppl chanting Ohh-Oh-AHH-Oh-Ow-Owww-Ooooooh #bonnaroo2014
0,Taste of your own medicine flop Wade! #spurs #hateLeBrick
0,BANG!!!
0,Spurs setting the mood right for tomorrow!!! \ud83d\ude4c
0,Does anyone have a favorite track on my EP ?
0,"weblance thats high, high, high season, amigo"
0,He barely touched him lol definitely a flop
0,Lee brice - i dont dance &gt;&gt;
0,Mills is by far the biggest pxssy I know!! He couldn't lock Wade up so he flopped \ud83d\ude11\ud83d\ude11\ud83d\ude11 #SemiPro #YOUREWACK
0,This Spurs-Heat game doe!
0,date tonight :)
0,9:00 and I'm still in my bathing suit and have sand on my feet...it's officially summer!!! \u263a #loveit
0,martypck thanks!
0,I can't wait to be misty for Halloween
0,Aliahmadi_69 lmfao do it for me
0,Spurs ball movement tho.
0,Work tomorrow. #ugh
0,This game is over. Lebron can't do it on his own #hescominhomecominhome
0,bootyTRVP_ I thought everyone was invited ?
0,msveronicascavo \ud83d\ude0c\ud83d\ude0c
0,I need to move out of state and live near the coast where I see palm trees everyday
0,Where the fuck is lebron ?? Kobe factor he just don't have it !!!! #NBAFinals2014
0,This WOULD happen today\ud83d\ude02 Can someone pick me up from my grandparents house soon?
0,Finals are really gonna rape me
0,Ahlsty \u270b\ud83d\udca8
0,"Def got respect for Patty Mills. Dude always giving 120, but that was a flop lmfao!"
0,Chinnnaadoll_ now u like the Spurs
0,"Forecast for this week is whatever the opposite of \""bricks\"" is."
0,With Mitch and Izzy later\ud83d\ude03\ud83c\udf89\ud83c\udf89
0,Father's Day has officially been changed to Dena Day!
0,I am so jealous of everyone that got to grow up in an unbroken family
0,Chill chill RT TheBritles: WADE YA BUM
0,\u201cMMarylover: Anybody wanna be my texting buddy ??? \ud83d\udcf1\ud83d\udcf1\u201d\ud83d\ude4b
0,NYRPrincess Happy Birthday btw
0,BrianaBeLike #WorkHardPlayHard we out bri send me the link
0,Tony Parker hasn't even scored yet lol
0,Went to a bar called PJ's.
0,I hate the spurs so much Patrick mills is the biggest clown I've ever seen
0,Oh lord
0,\u201cXSTROLOGY: #Scorpio's may have a cold surface but they have a warm heart.\u201d \u263a\ufe0f
0,"Was nice meeting the new people I met, special thanks to drab_makyo\u00a0for being perfect, etc. ;)"
0,I really need to stay off people's pages because I've accidentally favorited too many tweets and mistakingly followed way to many people\ud83d\ude02
0,Why can't people just laugh and be happy and be like me
0,Not tryna jinx it but haven't gotten a mosquito bite yet
0,BigBibbles Yaaaas \ud83d\ude4c
0,markschlereth ArmandoSalguero
0,"JPorrett_36 every nba players exaggerates calls, dwade did push off"
0,The fall of #dwaynewade has been a painful thing to watch. #spurs #heat #nbafinals
0,I am missing #KUWTK \ud83d\ude11
0,they playing all these emotional ass songs got a nigga in the feelings \ud83d\ude12
0,This is going to be an interesting episode
0,I need to dye my hair like right now but in tired
0,Please spurs continue this
0,justdannyhan sophiaakimm you're gaf
0,#GameOfThrones
0,I feel like when I'm older I'm not gonna have any cool stories to tell about my childhood...
0,You're done
0,Marihuana pa volar por los aires \ud83c\udf41\ud83c\udfb6
0,Putting my shirt on backwards is a real issue in my life. Seriously.
0,Aw so cute
0,Portugal is more important #sorrynotsorry
0,jessi_kisses u so prettyy
0,"\u201cclassycassie_x3: Need a texting buddy. Kay, thanks \u263a\u201d\ud83d\ude4b"
0,El futbol se acabo por hoy es Ora de ver  a Los spurs LEONARD u r aminzing player now carladeportes  Los estas viendo Amiga
0,Ginobili got some long strides.
0,....... you do realize LeBron hasn't left the game yet
0,"\""SFGiants: George Kontos optioned to triple-A post game today. #SFGiants\"" this blows"
0,Where the hell is D Wade at this series he is really ass LeBron doing all the work
0,Na_naYaa \ud83d\ude2d\ud83d\ude2d ooh
0,ckassick girl you're already perf and beautiful whatcha talking about \ud83d\ude18\ud83d\ude18\ud83d\ude18
0,Congratulations to REALBully5150 and TestifyDevon! #TNAHOF #Slammiversary
0,"Speolstra should loss his job, he should blow a gasket, he should bring in Oden!!! Why won't he use him? Why?"
0,X a real one.
0,Fuck this game. Smfh
0,Norris Cole is the most spoiled asshole ever
0,malikwindley123 lol
0,Chris brown - Loyal
0,Ambition &gt;&gt; \ud83d\ude4c\ud83d\ude0d
0,no way Lebron has enough to win this game let alone series individually
0,"Jon Snow, my knight in shining armor! #GameOfThrones"
0,Ugh
0,Nah this year I gotta play mas \ud83d\udc40\ud83d\udcad
0,No one has ever been remembered by history for maintaining the status quo.
0,Stomach hurts so badddddddx
0,What the fuck !?! MiamiHEAT
0,Duncan is this boys daddy. Lebrons daddy. Remember Ray Allen saved Lebrons legacy
0,Wow how are the spurs up 5 rn
0,matts dad was at magcon???
0,Tom was a savage out on the field today \ud83d\ude02\ud83d\ude02\ud83d\ude02
0,I'm gunna cut Bruce's pony tail off
0,Happy birthday brian_joyce77 \ud83d\ude0a hope you had a great day!!!\u2764\ufe0f
0,asya_ahmadi BURRRROOOOOOOOOOO!!!!!!!!!!!!!!!!!!!!!!!!!
0,JEbs12007 budkeamanda bammimohit Hollycarrrr goaliechic999 theres an essay?! \ud83d\ude2b
0,Kawhi Leonard or Childish Gambino\u00bf?
0,Sick^
0,\u201cC_jackson0: Texting buddy for tonight?Any takers\u201d\ud83d\ude4b
0,BEIGEIXVIII feeling not mutual \ud83d\ude0d\ud83d\ude0d\ud83d\ude18
0,I went to school with #alexnieto and it sounds like he turned out to be a beautiful human being. A very sweet child. Rest in peace.
0,P85402122 nao. Acabou
0,"L3XIngton_Ave damn. Lol, well atleast I know what's on schedule for tomorrow \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude14"
0,Free throws...
0,"tinawoodsss \""STAY IN YO LANE BITCH\"" my favorite miley cyrus line"
0,Gonna love tweet high
0,Pray that God does great things this week! Bye social media!\ud83d\ude0a #smi2k14
0,\u201cChrists_kidd: The HEAT been slack this whole series!\u201d\nOutplayed \/ Out-coached*
0,I left my wallet home so I wouldnt spend money #GoodShitMike
0,"\ud83d\ude08 - i see you around a lot , but we don't speak much . that should change though lol \ud83d\ude0c"
0,Lets go 11-0 run for spurs and Manu going to line almost got and 1
0,ScoBoooii lmao I'm still here!!
0,marwanabeel  \u0639\u0641\u0648\u0627\n\u0648\u0644\u0648
0,Sliding threw the EAST
0,The Heat is SHOOK!!!!!!!
0,im going to rip up my midterm and throw it in his face
0,I wanna get with you tonight but I cannot babygirl and that's the issue
0,\u201cNancyxaguayo: Idk if I want to keep my hair this dark or go really light\u201dkeep it ma \ud83d\udd25
0,cries racial saidpp
0,Face down booty up
0,holy shit. those leggings go up XXXL
0,"#poetry True Poetic Beauty Lay Deep In The Ears Of The Listener   my quote , cute huh :-)"
0,vinberti You must love yourself first before you can love someone else. You are doing it right Birries~~
0,I actually can't wait until school ends I'm so done with people hurting me and making me feel like shit \ud83d\ude2a
0,melissa_tonn NicoleBendetti i'm being framed rn
0,djenvy cthagod Patty Mills from the spurs looks like AZ the rapper
0,I need a beeeeer!
0,#SpursNation let's go!!
0,Watching finals with two people who got doctorates from Princeton #outofmyleague
0,Not just Bron but Wade too\u201cAlfredJ_Mason24: I never thought I'd watch the heat play like this as long as they had Lebron.\u201d
0,i need to get away from here
0,TSSteinbacher BromanConsul lol I knew it's not you
0,Where the fuck is the rest of the team
0,Pudgey_Love I swear this time \ud83d\udc4c
0,The thought of me possibly having to be gluten free is scaring me \ud83d\ude29
0,Dinner with the bae's family \ud83d\ude38
0,#SpursNation
0,cristobal said he'd call me but he didn't \ud83d\ude12 typical ..
0,dannolan jacksonh codereviewapp oh gosh i hate forking
0,maddie_bennion my girrrrrllllll!
0,Spurs
0,I love people for who they are flaws &amp; all.
0,"WarriorDurant I usually despise flopping but since it happened at the expense of Wade, the king of flopping I'm not mad"
0,Am I only one who does not care about the basketball game?
0,hookedonstace it's not a pick up line though. That's what you say after you gave it up lmao
0,CountryLivin_18 ChaseTheDream42 #suckit
0,OHHms_wilsonnnn they mad....or nah?
0,SeanLonergan_ fuck em lol
0,tbh you should just fuck me
0,Yes finally have service again
0,bribrookss ummm same!! Can you squeeze me in your schedule Thursday even if it's 1 am lmao
0,StephWhiteee niggas don't want hard nips when they putting work in
0,"Mscherr85 ThatSh1tTre I'm so happy to hear that, it makes me mad seeing him blamed for a team that's just not contributing"
0,LoriaJessica loveeee you! goodluck boob
0,DWade jus got a taste of his own medicine #TheInfamousFlop
0,"\""Only6_Tyreik: Spurs up  sky High ^^^ ...... TO MY DICK !!!\""\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02"
0,"spinlock haha. I just got off the phone with my dad, and he said something very similar (without my prompting)."
0,victoriamagat pass it baby
0,\u201ccleanmula: The heat gotta take it in side stop settling for 3's\u201dbitch its over\ud83d\ude02\ud83d\ude02
0,ThunderusBandit I'm off Tuesday Wednesday Friday
0,"\u201cHigherCalling_: Accepting applications for a new texting buddy , needs to have good conversation &amp; can make me laugh\u201d\ud83d\ude4b"
0,But after that game 6 last year I ain't gon be happy till this game is officially over
0,So done rn \ud83d\ude2a
0,Allooosh96 okay mumtaz
0,BarbieWrites - off the hook fun!  Still want to know where he got those gold pants!  I have pics (and mousetraps) to send you!
0,"\""There are no spoilers in real life.\"" -Lemkeye"
0,They say I'm to young to love you. #UrbanOn #UOxLanaDelRey #UONowPlaying
0,Anita never fails to put a smile on my face
0,The highlight of this weekend was damonmessina performing stay with me and Wagon wheel. \ud83d\ude02\ud83d\ude02
0,"martypck thanks happy Father's Day to you, too!"
0,almost forgot my birthday is a week from today!
0,Can my hair grow faster. Shit.
0,wheresdeeb ouuuuu. you get to pepper spray people?
0,Happiest I've been in a long time.. \u263a\ufe0f
0,\ud83d\udc86\ud83d\udc86\ud83d\udc86\ud83d\udc86\ud83d\udc86\ud83d\udc86
0,I feel bad for Wade. He can\u2019t beat anyone off the dribble anymore.
0,AbreuRobinson_G BugattiiJeo another day of offense ?
0,Can I just be a Kardashian already?
0,I want the spurs to end it tonight
0,Damn come on Manu damn spurs with the fts
